File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,PROCEDURE_19_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1525,1525,N,293,N,,
Detail,PROCEDURE_19,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1526,1532,Y,294,Y,,
Detail,PROCEDURE_19_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1533,1540,Y,295,Y,,
Detail,PROCEDURE_20_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1541,1541,N,296,N,,
Detail,PROCEDURE_20,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1542,1548,Y,297,Y,,
Detail,PROCEDURE_20_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1549,1556,Y,298,Y,,
Detail,PROCEDURE_21_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1557,1557,N,299,N,,
Detail,PROCEDURE_21,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1558,1564,Y,300,Y,,
Detail,PROCEDURE_21_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1565,1572,Y,301,Y,,
Detail,PROCEDURE_22_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1573,1573,N,302,N,,
Detail,PROCEDURE_22,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1574,1580,Y,303,Y,,
Detail,PROCEDURE_22_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1581,1588,Y,304,Y,,
Detail,PROCEDURE_23_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1589,1589,N,305,N,,
Detail,PROCEDURE_23,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1590,1596,Y,306,Y,,
Detail,PROCEDURE_23_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1597,1604,Y,307,Y,,
Detail,PROCEDURE_24_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1605,1605,N,308,N,,
Detail,PROCEDURE_24,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1606,1612,Y,309,Y,,
Detail,PROCEDURE_24_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1613,1620,Y,310,Y,,
Detail,PROCEDURE_25_QUAL,"The value in this field represents a qualifier to show whether the additional procedure code noted below is in ICD-9 or ICD-10 format.  Value should be '0' for ICD-10 procedure codes and '9' for ICD-9 procedure codes.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,1,1621,1621,N,311,N,,
Detail,PROCEDURE_25,"The value in this field represents the additional procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,Text,7,1622,1628,Y,312,Y,,
Detail,PROCEDURE_25_DATE,"The value in this field represents the date of execution of the procedure code submitted by the provider for this claim.  (2300, HI*BQ or HI*BBQ Segment Repeat)",Claim,"Date
YYYYMMDD",8,1629,1636,Y,313,Y,,
Detail,INSURANCE_LOB,"The value in this field represents the member’s line of business code. The client’s values are mapped to a table that identifies line of business. Examples are: Medicare, Medicaid, Commercial, Duals, BlueCard, etc. Required for CV.",Line,Text,15,1637,1651,N,314,N,,
Detail,INSURANCE_LOB_SUBTYPE,"This field further splits the LOB into the type of plan. Examples are: HMO, PPO, POS, EPO, etc.",Line,Text,15,1652,1666,N,315,N,,
Detail,BLUE_CARD_INDICATOR,"When INSURANCE_LOB is BlueCard, this field represents BlueCard information provided by the client. Valid values are:
0 = Non-BlueCard
1 = ITS Home
2 = ITS Host",Claim,Text,1,1667,1667,N,316,N,,
Detail,ITS_HOME_STATE,The value in this field represents the state of the plan that owns the member's coverage.,Claim,Text,2,1668,1669,N,317,N,,
Detail,ITS_HOST_STATE,The value in this field represents the state of the provider's local Blue Cross Blue Shield plan where services were rendered.,Claim,Text,2,1670,1671,N,318,N,,
Detail,ITS_SERIAL_NUM,The value in this field represents the Standard Claims Collection Facility (SCCF) number from the ITS system.  This is the unique identifier in the BlueSquared BlueCard claim processing system.,Claim,Text,20,1672,1691,N,319,N,,
Detail,MEDICARE_PROVIDER_ID,"Number that uniquely identifies a healthcare provider or facility and is used on billing forms submitted to Medicare (UPIN, OSCAR number, NSC number). It is used for pricing through FHCP.",Claim,Text,80,1692,1771,N,320,N,,
Detail,MEDICAID_PROVIDER_ID,A number that uniquely identifies a healthcare provider or facility and is used on billing forms submitted to Medicaid.,Claim,Text,80,1772,1851,N,321,N,,
Detail,RENDERING_PROVIDER_ID,"The value in this field represents the rendering provider when the Rendering Provider is different than the Attending Provider. This number is the identification number unique to the provider or facility in the client’s system. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Required for CV.  (2310D, REF02)",Claim,Text,25,1852,1876,N,322,N,,
Detail,RENDERING_TAXGROUP_ID,"The value in this field represents the rendering provider's tax identification number when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Required for CV. (2310D, REF02, REF*EI)",Claim,Text,9,1877,1885,N,323,N,,
Detail,RENDERING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the rendering provider when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Default to spaces if value is not available. Required for CV. (2310D, NM109)",Claim,Numeric,10,1886,1895,N,324,N,,
Detail,RENDERING_STATE_LICENSE,"The value in this field represents the Sate License number for the rendering provider providing this service when it is different than the Attending provider.  A non-zero value is required.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. (2310D, REF02)",Claim,Text,10,1896,1905,N,325,N,,
Detail,RENDERING_SPECIALTY_CODE,"The value in this field represents the specialty of the rendering provider or facility, as defined in the client's claim system.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Required for CV.",Claim,Text,10,1906,1915,N,326,N,,
Detail,RENDERING_TAXONOMY_CODE,Industry standard taxonomy code of the rendering provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/. Required for CV.,Claim,Text,50,1916,1965,N,327,N,,
Detail,RENDERING_ENTITY_TYPE,"Expected Values are:  'P' = Person.  (2310D, NM101)",Claim,Text,1,1966,1966,N,328,N,,
Detail,RENDERING_LAST_NAME,"The value in this field represents the rendering provider’s last name when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Required for CV. (2310D, NM103)",Claim,Text,60,1967,2026,N,329,N,,
Detail,RENDERING_FIRST_NAME,"The value in this field represents the rendering provider’s first name when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. Required for CV.  (2310D, NM104)",Claim,Text,35,2027,2061,N,330,N,,
Detail,RENDERING_MIDDLE_NAME,"The value in this field represents the rendering provider’s middle name when it is different than the Attending provider. (2310D, NM105)",Claim,Text,25,2062,2086,N,331,N,,
Detail,RENDERING_NAME_SUFFIX,"The value in this field represents the rendering provider's suffix, as required, when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here. (2310D, NM107)",Claim,Text,10,2087,2096,N,332,N,,
Detail,RENDERING_ADDRESS_01,"The value in this field represents the first line of the rendering provider's address when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,55,2097,2151,N,333,N,,
Detail,RENDERING_ADDRESS_02,"The value in this field represents the second line of the rendering provider's address when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,55,2152,2206,N,334,N,,
Detail,RENDERING_CITY,"The value in this field represents the city of the rendering provider's address when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,30,2207,2236,N,335,N,,
Detail,RENDERING_STATE,"The value in this field represents the state of the rendering provider's address when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.   Required for CV.",Claim,Text,2,2237,2238,N,336,N,,
Detail,RENDERING_ZIP,"The value in this field represents the postal ZIP code for the rendering provider when it is different than the Attending provider.  The value is the basic five digit ZIP code. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.  Required for CV.",Claim,Text,5,2239,2243,N,337,N,,
Detail,RENDERING_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code.  The value is four digits. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,4,2244,2247,N,338,N,,
Detail,RENDERING_COUNTRY,"The value in this field represents the country of the rendering provider's address when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,3,2248,2250,N,339,N,,
Detail,RENDERING_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the rendering provider's address when it is different than the Attending provider.  This is only used for international addresses. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,3,2251,2253,N,340,N,,
Detail,RENDERING_PHONE_COUNTRY_CODE,"This field represents the unique country code for international dialing for the rendering provider's primary phone number when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,5,2254,2258,N,341,N,,
Detail,RENDERING_PHONE,"The value in this field represents the rendering provider's telephone number when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,10,2259,2268,N,342,N,,
Detail,RENDERING_PHONE_EXT,"The value in this field represents the rendering provider's primary telephone extension when it is different than the Attending provider. When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,6,2269,2274,N,343,N,,
Detail,RENDERING_ALT_PHONE_COUNTRY_CODE,This field represents the unique country code for international dialing for the rendering provider's alternate phone number when it is different than the Attending provider.,Claim,Text,5,2275,2279,N,344,N,,
Detail,RENDERING_ALT_PHONE,The value in this field represents the rendering provider's alternate telephone number when it is different than the Attending provider.,Claim,Text,10,2280,2289,N,345,N,,
Detail,RENDERING_ALT_PHONE_EXT,The value in this field represents the rendering provider's alternate telephone extension when it is different than the Attending provider.,Claim,Text,6,2290,2295,N,346,N,,
Detail,RENDERING_FAX_COUNTRY_CODE,"This field represents the unique country code for international dialing for the rendering provider's fax number when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,5,2296,2300,N,347,N,,
Detail,RENDERING_FAX,"The value in this field represents the rendering provider's fax number when it is different than the Attending provider.  When the Rendering provider is the same as the Attending provider, please provide the Attending Provider's information here.",Claim,Text,10,2301,2310,N,348,N,,
Detail,BILLING_PROVIDER_ID,"The value in this field represents the billing provider or facility, which is separate from where the services were rendered.  This number is the identification number unique to the provider or facility in the client’s system.  This is the same as the Billing Provider Commercial Number in the 837 transaction. Previously FACILITY_ID and the provider identifier used for processing on Institutional claims.",Claim,Text,25,2311,2335,N,349,N,,
Detail,BILLING_TAXGROUP_ID,"The value in this field represents the provider’s tax identification number. This number represents the billing provider or facility.  (2010AA, REF02)  Same as TAXGROUP_ID in previous layout versions and used for processing for Institutional claims.",Claim,Text,9,2336,2344,Y,350,Y,,
Detail,BILLING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the billing provider or admitting facility providing this service. For PPM, default to spaces if value is not available.   (2010AA, NM109) (Same as NPI in previous layout versions.)",Line,Numeric,10,2345,2354,Y,351,Y,,
Detail,BILLING_STATE_LICENSE,The value in this field represents the Sate License number for the billing provider or facility associated with this service.  A non-zero value is required.  This is the same as the Billing Provider Secondary Identifier in the 837 transaction.,Claim,Text,10,2355,2364,N,352,N,,
Detail,BILLING_SPECIALTY_CODE,"The value in this field represents the specialty of the billing provider or facility, as defined in the client's claim system.",Claim,Text,10,2365,2374,N,353,N,,
Detail,BILLING_TAXONOMY_CODE,Industry standard taxonomy code of the billing provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Claim,Text,50,2375,2424,N,354,N,,
