EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,Mapped to XSD element,HRP Element Description,Transformation Logic,Comments /Needs to review,
2310F.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code (67)",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,
2310F.NM109,Identification Code,Code identifying a party or other code,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/otherPractitionerList/otherPractitioner/practitionerNpi,,,,
Segment - REF Referring Provider Secondary Identification (Situational),,,,,,,,,,
2310F.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2310F.REF02,Reference Identification,,R,,,,,,,
Loop 2320 (Situational),,,,,,,,,,
Segment - SBR Other Subscriber Information (Situational),,,,,,,,,,
2320.SBR01,Payer Responsibility Sequence Number Code,"Code identifying the insurance carrier’s level of responsibility for a payment of a
claim",R,"A Payer Responsibility Four
B Payer Responsibility Five
C Payer Responsibility Six
D Payer Responsibility Seven
E Payer Responsibility Eight
F Payer Responsibility Nine
G Payer Responsibility Ten
H Payer Responsibility Eleven
P Primary
S Secondary
T Tertiary
U Unknown",,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/payerPriorityCode,"Indicates whether otherinsurance is primary, secondary, or tertiary.",,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/attachmentCodeCode/codeSetName,The name of the code set,AttachmentTypeCode,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/attachmentCodeCode/codeEntry,The code entry,18,Code entry describes thevalue of the payer priority code,
2320.SBR02,Individual Relationship Code,Code indicating the relationship between two individuals or entities,R,"01 Spouse
18 Self
19 Child
20 Employee
21 Unknown
39 Organ Donor
40 Cadaver Donor
53 Life Partner
G8 Other Relationship",18,,,,,
2320.SBR03,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier/Insured Group or Policy Number",S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/eobGroupNumber,Group number indicated on the EOB,populate this field only once as ‘Y’ when the claim has at least one 2320 loop,,
2320.SBR04,Name,Free-form name,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/eobGroupName,Group name indicated on the EOB,,,
2320.SBR09,Claim Filing Indicator Code,Code identifying type of claim,S,"MA Medicare Part A
MB Medicare Part B
MC Medicaid
OF Other Federal Program",,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/claimFilingIndicator,Type of the other insurance,,,
,,,,,,institutionalClaimSubmitRequestRecord/institutionalClaim/insuranceInformation/subscriberInformation/claimFilingIndicator,,Mapping 2320.SBR 09 in the second instance of insurance information,,
Segment - CAS Claim Level Adjustments (Situational),,,,,,,,,,
2320.CAS01,Claim Adjustment Group Code,Code identifying the general category of payment adjustment,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/groupCode,Group Code,,,
2320.CAS02,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/casCode,CAS Code,,,
2320.CAS03,Monetary Amount,Monetary Amount,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/deductibleAmount,Deductible Amount,When CAS01='PR' and CAS02='1',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/coInsuranceAmount,CoInsurance Amount,When CAS01='PR' and CAS02='2',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/copayAmount,Copay amount,When CAS01='PR' and CAS02='3',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/memberPenalty,Member Penalty,When CAS01='PR' and CAS02=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/providerPenalty,Provider Penalty,When CAS01='CO' and CAS02=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/discountAmount,Discount  Amount,When CAS01='CO' and CAS02='45',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/taxAmount,Tax Amount,When CAS01='CO' and CAS02='105',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/amount,Amount,,,
2320.CAS04,Quantity,Numeric value of quantity,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/quantity,Quantity,,,
2320.CAS05,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/casCode,CAS Code,,,
2320.CAS06,Monetary Amount,Monetary Amount,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/deductibleAmount,Deductible Amount,When CAS01='PR' and CAS05='1',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/coInsuranceAmount,CoInsurance Amount,When CAS01='PR' and CAS05='2',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/copayAmount,Copay amount,When CAS01='PR' and CAS05='3',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/memberPenalty,Member Penalty,When CAS01='PR' and CAS05=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/providerPenalty,Provider Penalty,When CAS01='CO' and CAS05=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/discountAmount,Discount  Amount,When CAS01='CO' and CAS05='45',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/taxAmount,Tax Amount,When CAS01='CO' and CAS05='105',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/amount,Amount,,,
2320.CAS07,Quantity,Numeric value of quantity,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/quantity,Quantity,,,
2320.CAS08,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,"CO Contractual Obligations
CR Correction and Reversals
OA Other adjustments
PI Payor Initiated Reductions
PR Patient Responsibility",,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/casCode,CAS Code,,,
2320.CAS09,Monetary Amount,Monetary Amount,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/deductibleAmount,Deductible Amount,When CAS01='PR' and CAS08='1',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/coInsuranceAmount,CoInsurance Amount,When CAS01='PR' and CAS08='2',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/copayAmount,Copay amount,When CAS01='PR' and CAS08='3',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/memberPenalty,Member Penalty,When CAS01='PR' and CAS08=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/providerPenalty,Provider Penalty,When CAS01='CO' and CAS08=225/237/B4,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/discountAmount,Discount  Amount,When CAS01='CO' and CAS08='45',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/headerEobInformation/taxAmount,Tax Amount,When CAS01='CO' and CAS08='105',,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/amount,Amount,,,
2320.CAS10,Quantity,Numeric value of quantity,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/casCodes/casCode/quantity,Quantity,,,
